  -0.05814823  -0.07583687   0.35723470
  -0.05814823  -0.07583687   0.36723470
  -0.05814823  -0.07583687   0.37723470
  -0.05814823  -0.07583687   0.38723470
  -0.05814823  -0.07583687   0.39723470
  -0.05814823  -0.07583687   0.40723470
  -0.05814823  -0.07583687   0.41723470
  -0.05814823  -0.07583687   0.42723470
  -0.05814823  -0.07583687   0.43723470
  -0.05814823  -0.07583687   0.44723470
  -0.05814823  -0.07583687   0.45723470
  -0.05814823  -0.07583687   0.46723470
  -0.05814823  -0.07583687   0.47723470
  -0.05814823  -0.07583687   0.48723470
  -0.05814823  -0.07583687   0.49723470
  -0.05814823  -0.07583687   0.50723470
  -0.05814823  -0.07583687   0.51723470
  -0.05814823  -0.07583687   0.52723470
  -0.05814823  -0.07583687   0.53723470
  -0.05814823  -0.07583687   0.54723470
  -0.05814823  -0.07583687   0.55723470
  -0.05814823  -0.06583687   0.35723470
  -0.05814823  -0.06583687   0.36723470
  -0.05814823  -0.06583687   0.37723470
  -0.05814823  -0.06583687   0.38723470
  -0.05814823  -0.06583687   0.39723470
  -0.05814823  -0.06583687   0.40723470
  -0.05814823  -0.06583687   0.41723470
  -0.05814823  -0.06583687   0.42723470
  -0.05814823  -0.06583687   0.43723470
  -0.05814823  -0.06583687   0.44723470
  -0.05814823  -0.06583687   0.45723470
  -0.05814823  -0.06583687   0.46723470
  -0.05814823  -0.06583687   0.47723470
  -0.05814823  -0.06583687   0.48723470
  -0.05814823  -0.06583687   0.49723470
  -0.05814823  -0.06583687   0.50723470
  -0.05814823  -0.06583687   0.51723470
  -0.05814823  -0.06583687   0.52723470
  -0.05814823  -0.06583687   0.53723470
  -0.05814823  -0.06583687   0.54723470
  -0.05814823  -0.06583687   0.55723470
  -0.05814823  -0.05583687   0.35723470
  -0.05814823  -0.05583687   0.36723470
  -0.05814823  -0.05583687   0.37723470
  -0.05814823  -0.05583687   0.38723470
  -0.05814823  -0.05583687   0.39723470
  -0.05814823  -0.05583687   0.40723470
  -0.05814823  -0.05583687   0.41723470
  -0.05814823  -0.05583687   0.42723470
  -0.05814823  -0.05583687   0.43723470
  -0.05814823  -0.05583687   0.44723470
  -0.05814823  -0.05583687   0.45723470
  -0.05814823  -0.05583687   0.46723470
  -0.05814823  -0.05583687   0.47723470
  -0.05814823  -0.05583687   0.48723470
  -0.05814823  -0.05583687   0.49723470
  -0.05814823  -0.05583687   0.50723470
  -0.05814823  -0.05583687   0.51723470
  -0.05814823  -0.05583687   0.52723470
  -0.05814823  -0.05583687   0.53723470
  -0.05814823  -0.05583687   0.54723470
  -0.05814823  -0.05583687   0.55723470
  -0.05814823  -0.04583687   0.35723470
  -0.05814823  -0.04583687   0.36723470
  -0.05814823  -0.04583687   0.37723470
  -0.05814823  -0.04583687   0.38723470
  -0.05814823  -0.04583687   0.39723470
  -0.05814823  -0.04583687   0.40723470
  -0.05814823  -0.04583687   0.41723470
  -0.05814823  -0.04583687   0.42723470
  -0.05814823  -0.04583687   0.43723470
  -0.05814823  -0.04583687   0.44723470
  -0.05814823  -0.04583687   0.45723470
  -0.05814823  -0.04583687   0.46723470
  -0.05814823  -0.04583687   0.47723470
  -0.05814823  -0.04583687   0.48723470
  -0.05814823  -0.04583687   0.49723470
  -0.05814823  -0.04583687   0.50723470
  -0.05814823  -0.04583687   0.51723470
  -0.05814823  -0.04583687   0.52723470
  -0.05814823  -0.04583687   0.53723470
  -0.05814823  -0.04583687   0.54723470
  -0.05814823  -0.04583687   0.55723470
  -0.05814823  -0.03583687   0.35723470
  -0.05814823  -0.03583687   0.36723470
  -0.05814823  -0.03583687   0.37723470
  -0.05814823  -0.03583687   0.38723470
  -0.05814823  -0.03583687   0.39723470
  -0.05814823  -0.03583687   0.40723470
  -0.05814823  -0.03583687   0.41723470
  -0.05814823  -0.03583687   0.42723470
  -0.05814823  -0.03583687   0.43723470
  -0.05814823  -0.03583687   0.44723470
  -0.05814823  -0.03583687   0.45723470
  -0.05814823  -0.03583687   0.46723470
  -0.05814823  -0.03583687   0.47723470
  -0.05814823  -0.03583687   0.48723470
  -0.05814823  -0.03583687   0.49723470
  -0.05814823  -0.03583687   0.50723470
  -0.05814823  -0.03583687   0.51723470
  -0.05814823  -0.03583687   0.52723470
  -0.05814823  -0.03583687   0.53723470
  -0.05814823  -0.03583687   0.54723470
  -0.05814823  -0.03583687   0.55723470
  -0.05814823  -0.02583687   0.35723470
  -0.05814823  -0.02583687   0.36723470
  -0.05814823  -0.02583687   0.37723470
  -0.05814823  -0.02583687   0.38723470
  -0.05814823  -0.02583687   0.39723470
  -0.05814823  -0.02583687   0.40723470
  -0.05814823  -0.02583687   0.41723470
  -0.05814823  -0.02583687   0.42723470
  -0.05814823  -0.02583687   0.43723470
  -0.05814823  -0.02583687   0.44723470
  -0.05814823  -0.02583687   0.45723470
  -0.05814823  -0.02583687   0.46723470
  -0.05814823  -0.02583687   0.47723470
  -0.05814823  -0.02583687   0.48723470
  -0.05814823  -0.02583687   0.49723470
  -0.05814823  -0.02583687   0.50723470
  -0.05814823  -0.02583687   0.51723470
  -0.05814823  -0.02583687   0.52723470
  -0.05814823  -0.02583687   0.53723470
  -0.05814823  -0.02583687   0.54723470
  -0.05814823  -0.02583687   0.55723470
  -0.05814823  -0.01583687   0.35723470
  -0.05814823  -0.01583687   0.36723470
  -0.05814823  -0.01583687   0.37723470
  -0.05814823  -0.01583687   0.38723470
  -0.05814823  -0.01583687   0.39723470
  -0.05814823  -0.01583687   0.40723470
  -0.05814823  -0.01583687   0.41723470
  -0.05814823  -0.01583687   0.42723470
  -0.05814823  -0.01583687   0.43723470
  -0.05814823  -0.01583687   0.44723470
  -0.05814823  -0.01583687   0.45723470
  -0.05814823  -0.01583687   0.46723470
  -0.05814823  -0.01583687   0.47723470
  -0.05814823  -0.01583687   0.48723470
  -0.05814823  -0.01583687   0.49723470
  -0.05814823  -0.01583687   0.50723470
  -0.05814823  -0.01583687   0.51723470
  -0.05814823  -0.01583687   0.52723470
