  0.00000000   0.28399565   0.06185177   0.03082980   0.52723470
  0.01010101   0.28086504   0.06185177   0.03082980   0.52723470
  0.02020202   0.27759300   0.05518510   0.03749646   0.52723470
  0.03030303   0.27432870   0.05518510   0.03749646   0.52723470
  0.04040404   0.27106790   0.05518510  -0.03583687   0.52723470
  0.05050505   0.26781256   0.05518510  -0.03583687   0.52723470
  0.06060606   0.26452584   0.05518510  -0.03583687   0.52723470
  0.07070707   0.26115981   0.05518510  -0.03583687   0.52723470
  0.08080808   0.25780612   0.05518510  -0.03583687   0.52723470
  0.09090909   0.25446529   0.05518510  -0.03583687   0.52723470
  0.10101010   0.25113788   0.05518510  -0.03583687   0.52723470
  0.11111111   0.24782120   0.05518510  -0.03583687   0.52723470
  0.12121212   0.24440633   0.05518510   0.03082980   0.52723470
  0.13131313   0.24098645   0.05518510   0.03082980   0.52723470
  0.14141414   0.23756384   0.05518510   0.03082980   0.52723470
  0.15151516   0.23413305   0.05518510   0.03082980   0.52723470
  0.16161616   0.23069917   0.05518510   0.03082980   0.52723470
  0.17171717   0.22725726   0.05518510   0.03082980   0.52723470
  0.18181819   0.22368822   0.05518510   0.03082980   0.52723470
  0.19191919   0.22008621   0.05518510   0.03082980   0.52723470
  0.20202020   0.21649616   0.05518510   0.03082980   0.52723470
  0.21212122   0.21291873   0.05518510   0.03082980   0.52723470
  0.22222222   0.20935460   0.05518510   0.03082980   0.52723470
  0.23232323   0.20580447   0.05518510   0.03082980   0.52723470
  0.24242425   0.20226834   0.05518510   0.03082980   0.52723470
  0.25252524   0.19865504   0.05518510   0.03082980   0.52723470
  0.26262626   0.19505622   0.05518510   0.03082980   0.52723470
  0.27272728   0.19147269   0.05518510   0.03082980   0.52723470
  0.28282827   0.18788969   0.05518510   0.03082980   0.52723470
  0.29292929   0.18421154   0.05518510   0.03082980   0.52723470
  0.30303031   0.18054914   0.05518510   0.03082980   0.52723470
  0.31313130   0.17690343   0.05518510   0.03082980   0.52723470
  0.32323232   0.17327541   0.05518510   0.03082980   0.52723470
  0.33333334   0.16966615   0.05518510   0.03082980   0.52723470
  0.34343433   0.16597104   0.05518510  -0.02917021   0.52723470
  0.35353535   0.16224299   0.05518510  -0.02917021   0.52723470
  0.36363637   0.15846528   0.05518510  -0.02917021   0.52723470
  0.37373737   0.15470312   0.05518510  -0.02917021   0.52723470
  0.38383839   0.15095765   0.05518510  -0.02917021   0.52723470
  0.39393941   0.14723014   0.05518510  -0.02917021   0.52723470
  0.40404040   0.14352195   0.05518510  -0.02917021   0.52723470
  0.41414142   0.13973703   0.05518510  -0.02917021   0.52723470
  0.42424244   0.13595245   0.05518510  -0.02917021   0.52723470
  0.43434343   0.13218767   0.05518510  -0.02917021   0.52723470
  0.44444445   0.12844436   0.05518510  -0.02917021   0.52723470
  0.45454547   0.12472437   0.05518510  -0.02917021   0.52723470
  0.46464646   0.12100729   0.00185176  -0.05583687   0.52723470
  0.47474748   0.11721226   0.00185176  -0.05583687   0.52723470
  0.48484850   0.11328510   0.00185176  -0.05583687   0.52723470
  0.49494949   0.10937751   0.00185176  -0.05583687   0.52723470
  0.50505048   0.10546552  -0.05148157   0.03082980   0.51723470
  0.51515150   0.10156622  -0.05148157   0.03082980   0.51723470
  0.52525252   0.09764939  -0.05148157   0.03082980   0.51723470
  0.53535354   0.09370681  -0.05148157   0.03082980   0.51723470
  0.54545456   0.08978792  -0.05148157   0.03082980   0.51723470
  0.55555558   0.08589574  -0.05148157   0.03082980   0.51723470
  0.56565654   0.08203380  -0.05148157   0.03082980   0.51723470
  0.57575756   0.07815539  -0.05148157   0.03082980   0.51723470
  0.58585858   0.07417754  -0.05148157   0.03082980   0.51723470
  0.59595960   0.07022874  -0.05148157   0.03082980   0.51723470
  0.60606062   0.06631387  -0.05148157   0.03082980   0.51723470
  0.61616164   0.06243885  -0.05148157   0.03082980   0.51723470
  0.62626261   0.05855579  -0.05148157   0.03082980   0.51723470
  0.63636363   0.05466422  -0.05148157   0.03082980   0.51723470
  0.64646465   0.05072023  -0.05148157   0.03082980   0.51723470
  0.65656567   0.04680184  -0.05148157  -0.02917021   0.51723470
  0.66666669   0.04289093  -0.05148157  -0.02917021   0.51723470
  0.67676765   0.03904515  -0.05148157  -0.02917021   0.51723470
  0.68686867   0.03528004  -0.05148157  -0.02917021   0.51723470
  0.69696969   0.03129459   0.05518510  -0.02250354   0.51723470
  0.70707071   0.02720966   0.05518510  -0.02250354   0.51723470
  0.71717173   0.02309021   0.05518510  -0.02250354   0.51723470
  0.72727275   0.01903199   0.05518510  -0.02250354   0.51723470
  0.73737371   0.01508091   0.05518510  -0.02250354   0.51723470
  0.74747473   0.01106451   0.05518510  -0.02250354   0.51723470
  0.75757575   0.00708134   0.05518510  -0.02250354   0.51723470
  0.76767677   0.00378283   0.05518510  -0.02250354   0.51723470
  0.77777779   0.00352671  -0.05814823  -0.01583687   0.53723470
  0.78787881   0.00461912  -0.01814824   0.05082980   0.50723470
  0.79797977   0.00515574  -0.01814824   0.05082980   0.50723470
  0.80808079   0.00683050   0.06185177  -0.00250354   0.49723470
  0.81818181   0.00974218   0.06185177  -0.00250354   0.49723470
  0.82828283   0.01332547  -0.02481490  -0.04917021   0.49723470
  0.83838385   0.01681290  -0.02481490  -0.04917021   0.49723470
  0.84848487   0.02053775  -0.02481490  -0.04917021   0.49723470
  0.85858583   0.02440070  -0.02481490  -0.04917021   0.49723470
  0.86868685   0.02834916  -0.02481490  -0.04917021   0.49723470
  0.87878788   0.03231558  -0.03148157   0.04416313   0.49723470
  0.88888890   0.03610560  -0.03148157   0.04416313   0.49723470
  0.89898992   0.03996985  -0.03148157   0.04416313   0.49723470
  0.90909094   0.04389083  -0.03148157   0.04416313   0.49723470
  0.91919190   0.04785576  -0.03148157   0.04416313   0.49723470
  0.92929292   0.05185531  -0.03148157   0.04416313   0.49723470
  0.93939394   0.05566662  -0.03148157   0.04416313   0.49723470
  0.94949496   0.05944923  -0.03148157   0.04416313   0.49723470
  0.95959598   0.06298223  -0.03148157   0.04416313   0.48723470
  0.96969700   0.06652863  -0.03148157   0.04416313   0.48723470
  0.97979796   0.07013794  -0.03148157   0.04416313   0.48723470
  0.98989898   0.07380131  -0.03148157   0.04416313   0.48723470
  1.00000000   0.07751128  -0.03148157   0.04416313   0.48723470
